,imdb_id,imdb_rating,imdb_votes,title,year_of_release,genres
1176,tt0470611,6.3,128,Yatra,2006,Drama
1177,tt0419468,5.4,2836,Baabul,2006,Drama|Family|Romance
1178,tt0465376,4.3,15,Aisa Kyon Hota Hai?,2006,Action|Crime|Drama
1179,tt2435680,5.1,7,Adharm,2006,Action
1180,tt0412308,7.2,2501,Being Cyrus,2005,Drama|Thriller
1181,tt0449189,6.2,301,Banaras,2006,Drama|Musical
1182,tt0808164,5.9,461,Bas Ek Pal,2006,Drama|Romance
1183,tt0805184,6.3,9329,Bhagam Bhag,2006,Comedy|Mystery|Thriller
1184,tt0454429,4.7,168,Chingaari,2006,Drama
1185,tt0897413,4.1,116,Bhoot Unkle,2006,Family|Fantasy
1186,tt2668860,7.3,21,Chand Ke Paar Chalo,2006,Romance
1187,tt0454396,4.5,283,Aryan: Unbreakable,2006,Action|Drama|Sport
1188,tt0464160,6.7,7045,Chup Chup Ke,2006,Comedy|Drama|Romance
1189,tt0488381,6.5,1831,Corporate,2006,Drama
1190,tt0476649,5.4,1705,You Must Be Scared,2006,Horror
1191,tt0946999,6.3,406,Deadline: Sirf 24 Ghante,2006,Crime|Thriller
1192,tt0814082,3.4,429,Dil Diya Hai,2006,Drama|Romance|Thriller
1193,tt0471646,5.3,312,Darwaza Bandh Rakho,2006,Comedy|Crime|Drama
1194,tt0841096,4.7,34,Ei8ht Shani,2006,Horror
1195,tt0441048,6.5,21960,Dhoom 2,2006,Action|Crime|Thriller
1196,tt0824316,8,5255,Dor,2006,Drama
1197,tt0461936,7.2,32312,Don,2006,Action|Crime|Thriller
1198,tt0437182,5.6,1740,Family: Ties of Blood,2006,Action|Crime|Drama
1199,tt0439662,7.2,29219,Fanaa,2006,Drama|Romance
1200,tt0495032,7.1,4906,Gangster,2006,Action|Crime|Drama
1201,tt0495034,7.4,13600,Golmaal: Fun Unlimited,2006,Action|Comedy|Drama
1202,tt0797833,4.3,30,Devaki,2005,Drama
1203,tt0456413,3.2,1260,Fight Club: Members Only,2006,Action|Crime
1204,tt5216486,6.3,7,Dharti Kahe Pukar Ke,2006,Action
1205,tt0444840,5.2,3709,Humko Deewana Kar Gaye,2006,Drama|Romance
1206,tt0314186,4.8,488,Humko Tumse Pyaar Hai,2006,Drama|Romance
1207,tt0857381,4.1,1060,I See You,2006,Comedy|Drama|Fantasy
1208,tt0827714,2.8,157,Jaane Hoga Kya,2006,Action|Crime|Sci-Fi
1209,tt0456481,6,7571,Jaan-E-Mann: Let's Fall in Love... Again,2006,Drama|Musical|Romance
1210,tt0485466,2.8,433,Jawani Diwani: A Youthful Joyride,2006,Romance
1211,tt0461062,4.7,134,Holiday,2006,Drama|Musical|Romance
1212,tt0880464,4.7,39,Iqraar: By Chance,2006,Comedy|Romance
1213,tt0466460,8.3,20538,Khosla Ka Ghosla!,2006,Comedy|Crime|Drama
1214,tt0449999,6.1,17001,Kabhi Alvida Naa Kehna,2006,Drama|Romance
1215,tt0833493,4.2,37,Love Ke Chakkar Mein,2006,Comedy
1216,tt0456144,8.1,39486,Carry On Munna Bhai,2006,Comedy|Drama|Romance
1217,tt0770214,6.8,2923,Kabul Express,2006,Adventure|Comedy|Drama
1218,tt0819777,3.6,255,Jigyaasa,2006,Drama
1219,tt0432637,6.3,16590,Krrish,2006,Action|Sci-Fi
1220,tt0476805,6.9,4892,Malamaal Weekly,2006,Comedy|Drama|Romance
1221,tt0488414,8.1,17594,Omkara,2006,Action|Crime|Drama
1222,tt0480572,6.7,2850,Pyaar Ke Side Effects,2006,Comedy|Drama|Romance
1223,tt0813540,3.1,916,Naksha,2006,Action|Adventure|Fantasy
1224,tt0419058,6.7,13821,Phir Hera Pheri,2006,Comedy|Crime
1225,tt0461323,3.2,745,Pyare Mohan,2006,Action|Comedy|Crime
1226,tt0418880,3.5,824,Mere Jeevan Saathi,2006,Drama|Music|Romance
1227,tt0107867,5.7,23,Prateeksha,1993,Action|Crime
1228,tt0466965,6,22,Sacred Evil,2006,Drama
1229,tt0405508,8.2,103071,Rang De Basanti,2006,Comedy|Drama
1230,tt0430589,4,936,Shaadi Karke Phas Gaya Yaar,2006,Comedy|Drama|Romance
1231,tt0430202,5.4,703,Sandwich,2006,Comedy|Thriller
1232,tt0489560,4,691,Shaadi Se Pehle,2006,Comedy|Musical|Romance
1233,tt0470521,2.2,712,Saawan... The Love Season,2006,Drama|Fantasy|Romance
1234,tt0831816,4,314,Shiva,2006,Action|Crime|Drama
1235,tt0833537,4.8,34,Souten: The Other Woman,2006,Thriller
1236,tt0475627,4.9,990,Shikhar,2005,Drama
1237,tt0118849,8.3,56293,Children of Heaven,1997,Drama|Family|Sport
1238,tt0444915,4.5,399,Tathastu,2006,Crime|Drama|Thriller
1239,tt0833484,4.6,929,The Killer,2006,Action|Comedy|Crime
1240,tt0485522,5.5,1757,Umrao Jaan,2006,Drama|Romance
1241,tt0476884,7.2,8717,Taxi No. 9 2 11: Nau Do Gyarah,2006,Comedy|Drama|Thriller
1242,tt0779768,2.5,272,Teesri Aankh: The Hidden Camera,2006,Action|Crime|Thriller
1243,tt0494290,6.6,8290,Vivah,2006,Drama|Family|Musical
1244,tt0489582,4.4,27,Utthaan,2006,Drama|Romance|Thriller
1245,tt0892113,7,195,Waris Shah: Ishq Daa Waaris,2006,Drama|History
1246,tt0833561,6.6,1115,Woh Lamhe,2006,Biography|Drama|Romance
1247,tt0470614,6.7,584,What If?,2006,Drama
1248,tt0785069,5.7,61,Umar,2006,Crime|Drama|Musical
1249,tt0823261,4,227,Zindaggi Rocks,2006,Drama|Romance
1250,tt0476888,3.2,515,Tom Dick and Harry,2006,Comedy|Romance
1251,tt0477253,4.2,1396,Aashiq Banaya Aapne: Love Takes Over,2005,Drama|Romance|Thriller
1252,tt0874854,4,61,Anjaane: The Unkown,2005,Horror
1253,tt0451631,7.4,3846,Apaharan,2005,Action|Crime|Drama
1254,tt0451639,2.7,194,Bachke Rehna Re Baba,2005,Comedy
1255,tt0453582,5.4,232,7 1/2 Phere: More Than a Wedding,2005,Comedy|Drama
1256,tt0444767,4,538,A Sublime Love Story: Barsaat,2005,Drama|Romance
1257,tt0363472,4.3,2187,Bewafaa,2005,Drama|Romance
1258,tt0375611,8.2,31658,Black,2005,Drama
1259,tt0488906,5,3017,Zinda,2006,Action|Drama|Mystery
1260,tt0476527,6.6,5321,Bluffmaster!,2005,Comedy|Crime|Drama
1261,tt0926029,4.8,36,99.9 FM,2005,Crime|Drama
1262,tt0497887,6.6,18,Bhola in Bollywood,2004,Comedy
1263,tt0419499,6.5,47,Bhagmati,2005,Animation|Drama|History
1264,tt0444769,4.1,567,Blackmail,2005,Action|Drama|Thriller
1265,tt0448206,6.2,5769,Bunty Aur Babli,2005,Comedy|Drama|Romance
1266,tt0447890,4,67,Chaahat Ek Nasha...,2005,Drama|Romance|Thriller
1267,tt0487149,3.2,39,Chetna: The Excitement,2005,Thriller
1268,tt0466367,4.9,47,Chand Sa Roshan Chehra,2005,Romance
1269,tt0454431,4.8,1780,Chocolate: Deep Dark Secrets,2005,Crime|Drama|Mystery
1270,tt0454435,6.8,1126,'D',2005,Crime|Drama|Thriller
1271,tt0444781,5.3,4107,Deewane Huye Paagal,2005,Action|Comedy|Drama
1272,tt0483239,3.7,47,Bullet: Ek Dhamaka,2005,Action|Drama
1273,tt0449870,3.8,112,Chehraa,2005,Thriller
1274,tt0442764,4.8,306,Dil Jo Bhi Kahey...,2005,Drama|Romance
1275,tt0449228,5.5,2286,Dosti: Friends Forever,2005,Drama|Romance
1276,tt0454433,4.9,47,Classic Dance of Love,2005,Drama
1277,tt0415768,5.5,2873,Dus,2005,Action|Crime|Drama
1278,tt0416712,4.4,634,Elaan,2005,Action|Thriller
1279,tt0444820,4.3,148,Fareb,2005,Drama|Thriller
1280,tt0457875,5.2,1485,Ek Ajnabee,2005,Action|Crime|Drama
1281,tt0497620,3.3,66,Fun: Can Be Dangerous Sometimes,2005,Thriller
1282,tt0461209,5.8,552,Ek Khiladi Ek Haseena,2005,Comedy|Crime|Thriller
1283,tt0489028,4.1,41,Double Cross: Ek Dhoka,2005,Comedy
1284,tt0854114,6.8,184,Dreams,2006,Drama
1285,tt0457940,3.2,549,Home Delivery: Aapko... Ghar Tak,2005,Comedy|Romance
1286,tt0453671,6.7,12418,Garam Masala,2005,Comedy|Romance
1287,tt0453729,8.1,14864,Iqbal,2005,Drama|Sport
1288,tt0457391,5.8,464,Jai Chiranjeeva,2005,Action|Comedy|Drama
1289,tt0411469,7.9,4413,Hazaaron Khwaishein Aisi,2003,Drama
1290,tt0438875,4.6,1174,Insan,2005,Action|Crime|Drama
1291,tt0436451,3.5,572,Jo Bole So Nihaal,2005,Action|Comedy
1292,tt0444849,5.5,1215,Karam,2005,Action|Thriller
1293,tt0415908,4.6,4432,Kaal,2005,Adventure|Horror|Mystery
1294,tt0499041,6.5,2170,Kalyug,2005,Action|Crime|Drama
1295,tt0470398,4.6,58,Kasak,2005,Drama
1296,tt0488836,7.3,494,Hanuman,2005,Animation
1297,tt0454481,3.6,312,James,2005,Action|Romance
1298,tt0396690,4.5,1250,Kisna: The Warrior Poet,2005,Drama|History|Musical
1299,tt0488840,5.4,194,Koi Aap Sa: But Lovers Have to Be Friends,2005,Comedy|Drama|Romance
1300,tt0437279,3.3,219,Khamoshh... Khauff Ki Raat,2005,Mystery|Thriller
1301,tt0445022,5.5,407,Jurm,2005,Crime|Drama|Mystery
1302,tt0453748,3.4,266,Kuchh Meetha Ho Jaye,2005,Comedy|Romance
1303,tt0456500,6.1,2956,Kyaa Kool Hai Hum,2005,Comedy|Mystery
1304,tt0449306,4.7,3010,Lucky: No Time for Love,2005,Drama|Musical|Romance
1305,tt0444874,4.7,922,Main Aisa Hi Hoon,2005,Drama|Family|Musical
1306,tt0451787,5.5,3316,Kyon Ki...,2005,Drama|Romance
1307,tt0485513,7.3,1794,Main Meri Patni... Aur Woh!,2005,Comedy|Drama|Romance
1308,tt0454504,7.4,673,I Did Not Kill Gandhi,2005,Drama
1309,tt0451803,5.5,4203,Maine Pyaar Kyun Kiya,2005,Comedy|Drama|Romance
1310,tt0346457,6.6,8873,Mangal Pandey: The Rising,2005,Biography|Drama|History
1311,tt0478868,4.8,71,Koi Mere Dil Mein Hai,2005,Drama|Romance
1312,tt0813539,5.1,53,Mr Prime Minister,2005,Comedy
1313,tt0419992,7.3,1083,My Brother... Nikhil,2005,Drama|Sport
1314,tt0451824,6.2,834,My Wife's Murder,2005,Drama|Mystery|Thriller
1315,tt0443594,4.3,724,Naina,2005,Drama|Horror|Mystery
1316,tt0470869,3.2,1371,Neal 'N' Nikki,2005,Comedy|Musical|Romance
1317,tt0451833,6.6,9807,No Entry,2005,Comedy|Drama|Musical
1318,tt0435259,2.5,168,Padmashree Laloo Prasad Yadav,2005,Comedy
1319,tt0443708,7.3,6474,Page 3,2005,Drama
1320,tt0419974,6.9,290,Morning Raga,2004,Drama|Music
1321,tt0437407,7.2,8447,Parineeta,2005,Drama|Musical|Romance
1322,tt0473684,5.8,58,Pehchaan: The Face of Truth,2005,Drama
1323,tt0451850,6.5,11820,Paheli,2005,Drama|Fantasy|Romance
1324,tt0443208,5.1,390,Rog,2005,Mystery|Romance|Thriller
1325,tt0439754,5.9,157,Pyaar Mein Twist,2005,Comedy|Drama|Musical
1326,tt0456165,6.2,6230,Salaam Namaste,2005,Comedy|Drama|Romance
1327,tt0420123,5.2,33,Revati,2005,Drama
1328,tt0432047,7.6,14694,Sarkar,2005,Action|Crime|Drama
1329,tt0477857,7.8,1861,Sehar,2005,Action|Crime|Drama
1330,tt0409527,5.1,1262,Shabd,2005,Drama
1331,tt0459133,6.2,48,Shabnam Mausi,2005,Drama
1332,tt0445056,3.5,238,Sheesha,2005,Drama|Romance|Thriller
1333,tt0476848,6.7,872,Ramji Londonwaley,2005,Comedy|Drama|Family
1334,tt0438981,4.1,661,Silsiilay,2005,Drama
1335,tt0451919,7.5,6878,Socha Na Tha,2005,Comedy|Romance
1336,tt0328503,5.2,154,Taj Mahal: An Eternal Love Story,2005,Drama|History|Musical
1337,tt0444913,6,1488,Tango Charlie,2005,Action|Adventure|Drama
1338,tt0466546,6.5,78,The Film,2005,Crime|Drama|Mystery
1339,tt0442855,5.6,760,Vaada,2005,Crime|Drama|Mystery
1340,tt0475645,4.4,1896,Vaah! Life Ho Toh Aisi!,2005,Comedy|Drama|Family
1341,tt0466398,5.3,53,Ssukh,2005,Comedy|Family|Romance
1342,tt0449389,3.5,786,Shaadi No. 1,2005,Comedy
1343,tt0420304,7.1,1939,Viruddh... Family Comes First,2005,Drama|Family
1344,tt0390614,6.8,9084,Waqt: The Race Against Time,2005,Comedy|Drama|Family
1345,tt1483815,5,8,Vidhyaarthi: The Power of Students,2006,Action
1346,tt0453978,5.1,651,Yakeen,2005,Drama|Thriller
1347,tt0451983,5.4,1717,Zeher,2005,Crime|Drama|Mystery
1348,tt0420332,7.8,45896,Veer-Zaara,2004,Drama|Family|Musical
1349,tt0347473,7,29914,I'm Always Here,2004,Action|Comedy|Drama
1350,tt0449447,2.9,293,Zameer,2005,Drama|Romance
1351,tt0418362,6.7,12411,Mujhse Shaadi Karogi,2004,Comedy|Drama|Musical
1352,tt0422091,6.7,16754,Dhoom,2004,Action|Crime|Thriller
1353,tt0347332,7.4,14234,Khakee,2004,Action|Crime|Drama
1354,tt0378072,7,12376,Hum Tum,2004,Comedy|Drama|Romance
1355,tt0437238,6.9,5779,Hulchul,2004,Action|Comedy|Drama
1356,tt0405507,5.4,3402,Murder,2004,Drama|Thriller
1357,tt0382383,7.4,8045,Yuva,2004,Action|Drama|Thriller
1358,tt0418460,6.6,9027,Aitraaz,2004,Drama|Romance|Thriller
1359,tt0377340,4.6,912,Aetbaar,2004,Action|Drama|Musical
1360,tt0397882,4.6,1312,Ab Tumhare Hawale Watan Saathiyo,2004,Action|Drama|War
1361,tt0363409,5.7,2626,Aan: Men at Work,2004,Action|Crime|Drama
1362,tt0409724,6,550,Bardaasht,2004,Action|Crime|Drama
1363,tt0383975,7.1,1817,Chameli,2003,Drama
1364,tt0363413,5.4,88,Agni Pankh,2004,Drama|Romance
1365,tt0368580,3.4,534,Asambhav,2004,Action|Adventure|Drama
1366,tt0410952,5.2,285,Charas: A Joint Effort,2004,Action|Thriller
1367,tt0387989,6,1272,Deewaar: Let's Bring Our Heroes Home,2004,Action|Drama|Thriller
1368,tt0364303,6.9,1242,Dev,2004,Drama
1369,tt0328729,5.1,1663,Dil Maange More!!!,2004,Family|Musical|Romance
1370,tt0396563,4.4,1356,Dil Ne Jise Apna Kaha,2004,Romance
1371,tt0430030,3.1,120,Dobara,2004,Drama|Musical
1372,tt1137434,2.3,204,Aabra Ka Daabra,2004,Fantasy
1373,tt0432506,4,27,Dil Bechara Pyaar Ka Maara,2004,Comedy|Romance
1374,tt0414040,4.2,713,Gayab,2004,Drama|Fantasy|Thriller
1375,tt0422236,5.5,2224,Fida,2004,Action|Crime|Drama
1376,tt0415003,5.5,3122,Garv: Pride and Honour,2004,Action|Crime|Drama
1377,tt0338959,4.7,136,Ek Se Badhkar Ek,2004,Comedy|Thriller
1378,tt0352314,7.6,6000,Ek Hasina Thi,2004,Crime|Drama|Mystery
1379,tt0414714,3.2,321,Girlfriend,2004,Drama
1380,tt0432536,4.4,461,Hatya: The Murder,2004,Action|Crime|Drama
1381,tt0440463,6.2,101,Let the Wind Blow,2004,Drama
1382,tt0408837,2.7,195,Hawas,2004,Drama|Romance|Thriller
1383,tt0419828,6.2,222,Hyderabad Blues 2,2004,Comedy|Drama
1384,tt0421277,4.1,364,Julie,2004,Drama
1385,tt0400571,5.1,41,Kaun Hai Jo Sapno Mein Aaya,2004,Musical
1386,tt0349620,5.3,78,Inteqam: The Perfect Game,2004,Action|Thriller
1387,tt0442799,2.5,126,Kis Kis Ki Kismat,2004,Comedy
1388,tt0405046,4,81,Insaaf: The Justice,2004,Drama
1389,tt0379818,6.1,483,I Proud to Be an Indian,2004,Action|Crime|Drama
1390,tt0357283,7.6,1006,Silent Waters,2003,Drama
1391,tt0391274,3.7,412,Kismat,2004,Action|Drama
1392,tt0426075,4.4,819,Lakeer - Forbidden Lines,2004,Action|Drama|Romance
1393,tt0408976,5.1,815,Krishna Cottage,2004,Horror|Mystery
1394,tt0349703,4.2,1610,Kyun! Ho Gaya Na...,2004,Comedy|Drama|Romance
1395,tt0430328,4.6,350,Madhoshi,2004,Drama|Musical|Mystery
1396,tt0323013,7.9,18777,Lakshya,2004,Action|Drama|Romance
1397,tt0392950,3.1,139,Ishq Hai Tumse,2004,Romance
1398,tt0379370,8.2,7997,Maqbool,2003,Crime|Drama|Thriller
1399,tt0406977,6.2,5413,Masti,2004,Comedy|Crime|Mystery
1400,tt0366761,6.2,280,Meenaxi: Tale of 3 Cities,2004,Drama|Musical|Romance
1401,tt0430381,5.5,1600,Musafir,2004,Action|Crime|Drama
1402,tt0054098,8.3,6480,Mughal-E-Azam,1960,Drama|Romance|War
1403,tt0054098,8.3,6480,Mughal-E-Azam,1960,Drama|Romance|War
1404,tt0054098,8.3,6480,Mughal-E-Azam,1960,Drama|Romance|War
1405,tt0054098,8.3,6480,Mughal-E-Azam,1960,Drama|Romance|War
1406,tt0409068,4.4,172,Muskaan,2004,Romance
1407,tt0187279,3.9,627,Meri Biwi Ka Jawab Nahin,2004,Action|Comedy|Romance
1408,tt0433605,4.2,543,Naach,2004,Drama|Musical|Romance
1409,tt0349878,7.5,913,Netaji Subhas Chandra Bose: The Forgotten Hero,2005,Biography|Drama|History
1410,tt0399942,5.2,730,Paap,2003,Drama|Romance|Thriller
1411,tt0422950,6.1,1590,Phir Milenge,2004,Drama
1412,tt0364604,4.2,779,Plan,2004,Action|Crime|Thriller
1413,tt0416120,4.6,697,Police Force: An Inside Story,2004,Action|Crime|Drama
1414,tt0396782,4.1,122,Paisa Vasool,2004,Comedy
1415,tt0430480,4,79,Popcorn Khao! Mast Ho Jao,2004,Comedy|Drama|Romance
1416,tt0418096,3.7,554,Rakht,2004,Horror|Thriller
1417,tt0405266,7.6,3629,Raincoat,2004,Drama|Romance
1418,tt0366985,2.6,1020,Rudraksh,2004,Action|Fantasy|Sci-Fi
1419,tt0414503,5.2,90,Shaadi Ka Laddoo,2004,Comedy
1420,tt0411815,4.8,1167,Run,2004,Action|Comedy|Drama
1421,tt0423087,4.4,1824,Rok Sako To Rok Lo,2004,Adventure|Musical|Romance
1422,tt0402606,2.4,133,Suno Sasurjee,2004,Action|Comedy|Musical
1423,tt0367110,8.2,76737,Swades,2004,Drama
1424,tt0435437,4.4,2250,Taarzan: The Wonder Car,2004,Action|Fantasy|Thriller
1425,tt0415943,7.4,25,Nothing But Life,2004,Comedy|Drama
1426,tt0410591,3.7,141,Shart: The Challenge,2004,Drama|Romance
1427,tt0430702,4.5,623,Tumsa Nahin Dekha,2004,Musical|Romance
1428,tt0416282,4.9,585,Vaastu Shastra,2004,Horror|Mystery
1429,tt0385351,3.8,1519,Yeh Lamhe Judaai Ke,2004,Drama|Mystery|Romance
1430,tt0410954,6.3,56,Sheen,2004,Action|Drama
1431,tt0306228,4.9,990,Where's the Party Yaar?,2003,Comedy
1432,tt0420250,5.7,15,Thoda Tum Badlo Thoda Hum,2004,Drama|Romance
1433,tt0254481,7.1,19430,Koi... Mil Gaya,2003,Action|Drama|Romance
1434,tt0347304,8,58925,Kal Ho Naa Ho,2003,Comedy|Drama|Romance
1435,tt0435390,5.3,130,Shukriya: Till Death Do Us Apart,2004,Drama|Family|Musical
1436,tt0346723,6.5,13604,Chalte Chalte,2003,Drama|Romance
1437,tt0347167,5.2,1901,The Hero: Love Story of a Spy,2003,Action|Adventure|Drama
1438,tt0337578,7.4,14248,Baghban,2003,Drama|Romance
1439,tt0265148,4,3928,Main Prem Ki Diwani Hoon,2003,Comedy|Drama|Musical
1440,tt0347416,5.1,2284,LOC: Kargil,2003,Drama|History|War
1441,tt0347416,5.1,2284,LOC: Kargil,2003,Drama|History|War
1442,tt0347416,5.1,2284,LOC: Kargil,2003,Drama|History|War
1443,tt0347416,5.1,2284,LOC: Kargil,2003,Drama|History|War
1444,tt0374887,8.1,67148,Munna Bhai M.B.B.S.,2003,Comedy|Drama|Musical
1445,tt0364621,4.7,1978,Qayamat: City Under Threat,2003,Action|Drama|Romance
1446,tt0349058,4.6,59,88 Antop Hill,2003,Mystery|Thriller
1447,tt0338490,7.9,2029,Three Walls,2003,Crime|Drama
1448,tt0389726,6.1,98,Aanch,2003,Drama
1449,tt0348521,4.8,232,Aapko Pehle Bhi Kahin Dekha Hai,2003,Action|Comedy|Drama
1450,tt0341266,6.5,3017,Bhoot,2003,Horror|Mystery|Thriller
1451,tt0330082,2.3,1277,Boom,2003,Crime|Thriller
1452,tt0426863,3.3,14,Aaj Ka Andha Kanoon,2003,Action
1453,tt0346507,5.3,2122,Style,2003,Drama|Musical|Romance
1454,tt0346507,5.3,2122,Style,2003,Drama|Musical|Romance
1455,tt0346507,5.3,2122,Style,2003,Drama|Musical|Romance
1456,tt0346507,5.3,2122,Style,2003,Drama|Musical|Romance
1457,tt0331851,5.2,1025,Armaan,2003,Drama|Family|Romance
1458,tt0326805,4.8,781,Chori Chori,2003,Comedy|Drama|Musical
1459,tt0366276,5.7,446,Calcutta Mail,2003,Drama|Mystery|Thriller
1460,tt0349115,3.1,304,Baaz: A Bird in Danger,2003,Mystery|Thriller
1461,tt0377126,7.5,26,Basti,2003,Action|Crime
1462,tt0309800,3.9,89,Chota Jadugar,2003,Fantasy
1463,tt0330217,4.7,1474,Dil Ka Rishta,2003,Drama|Musical|Romance
1464,tt0349333,6.3,2734,Darna Mana Hai,2003,Drama|Horror
1465,tt0387164,7.2,218,Dhoop,2003,Drama
1466,tt0353351,2.3,232,Dhund: The Fog,2003,Adventure|Horror|Mystery
1467,tt0345043,3.7,443,Chura Liyaa Hai Tumne,2003,Action|Drama|Mystery
1468,tt0397941,7.6,810,The Bypass,2003,Crime|Short
1469,tt0314006,5.6,1470,Dum,2003,Action|Crime|Drama
1470,tt0391079,4.8,76,Dil Pardesi Ho Gayaa,2003,Drama|Romance
1471,tt0832297,7,42,Ek Alag Mausam,2003,Drama
1472,tt0374660,5.3,712,Footpath,2003,Action|Crime|Drama
1473,tt0312664,4.5,155,Escape from Taliban,2003,Adventure|Drama|Thriller
1474,tt0380337,4,75,Ek Din 24 Ghante,2003,Thriller
1475,tt0373856,7.8,14295,Gangaajal,2003,Action|Crime|Drama
1476,tt0369516,3.3,272,Hawa,2003,Horror|Thriller
1477,tt0362696,7.6,2399,Haasil,2003,Crime|Drama|Romance
1478,tt0402178,8.7,333,Final Solution,2004,Documentary
1479,tt0354538,5.2,1682,Ek Aur Ek Gyarah: By Hook or by Crook,2003,Action|Comedy|Crime
1480,tt0371735,7.5,11388,Hungama,2003,Comedy|Drama|Romance
1481,tt0292527,5.9,179,Green Card Fever,2003,Comedy|Drama|Romance
1482,tt0361625,7.2,421,Flavors,2003,Comedy
1483,tt0348644,4.7,47,Indian Babu,2003,Drama|Romance
1484,tt0391165,4.6,738,Fun2shh... Dudes in the 10th Century,2003,Comedy
1485,tt0385782,5.3,131,Inteha,2003,Drama|Thriller
1486,tt0340178,4.1,402,Jaal: The Trap,2003,Action|Drama|Romance
1487,tt0362771,6,3647,Ishq Vishk,2003,Comedy|Romance
1488,tt0378025,6.2,143,Hawayein,2003,Drama|Romance
1489,tt0368811,5.7,516,Jajantaram Mamantaram,2003,Action|Comedy|Family
1490,tt0348843,5.2,1933,Jism,2003,Drama|Romance|Thriller
1491,tt0347278,7.2,1839,Jhankaar Beats,2003,Comedy|Music
1492,tt0392033,7.4,17,Ganges: River to Heaven,2003,Documentary
1493,tt0378157,6.2,42,Kagaar: Life on the Edge,2003,Crime|Drama
1494,tt0352489,5.2,80,Kash... Aap Hamare Hote,2003,Family|Musical|Romance
1495,tt0371775,4,432,Khel,2003,Action|Crime|Drama
1496,tt0366630,2.9,327,Janasheen,2003,Action|Drama|Musical
1497,tt0366658,3.8,28,Kaise Kahoon Ke... Pyaar Hai,2003,Crime|Romance
1498,tt0348656,4.4,1458,Khushi,2003,Action|Drama|Romance
1499,tt0349679,4.2,186,Khwahish,2003,Drama|Musical|Romance
1500,tt0348662,4.2,762,Kucch To Hai,2003,Horror|Mystery
1501,tt0369637,5.4,2123,Kuch Naa Kaho,2003,Drama|Romance
1502,tt0374848,6,488,Main Madhuri Dixit Banna Chahti Hoon!,2003,Comedy|Drama
1503,tt0363721,6.2,335,Joggers' Park,2003,Comedy|Romance
1504,tt0381408,3.6,125,Market,2003,Drama|Musical
1505,tt0358613,4,29,Om,2003,Action|Romance
1506,tt0388315,3.3,213,Out of Control,2003,Comedy|Drama|Romance
1507,tt0382188,5.2,228,Mumbai Matinee,2003,Comedy|Romance
1508,tt0379375,7.7,1850,Matrubhoomi: A Nation Without Women,2003,Drama
1509,tt0366880,2.1,244,Parwana,2003,Action|Drama|Romance
1510,tt0347779,8,2374,Pinjar,2003,Drama
1511,tt0363833,3.3,504,Mumbai Se Aaya Mera Dost,2003,Action|Comedy|Drama
1512,tt0371922,5.8,823,Saaya,2003,Drama|Fantasy|Mystery
1513,tt0384491,6.9,1529,Samay: When Time Strikes,2003,Crime|Mystery|Thriller
1514,tt0362902,5.4,338,Nayee Padosan,2003,Comedy
1515,tt0341562,6.9,499,Satta,2003,Crime|Drama
1516,tt0352830,4.3,293,Sssshhh...,2003,Horror|Mystery
1517,tt0330783,6.3,297,Pran Jaaye Par Shaan Na Jaaye,2003,Drama
1518,tt0377131,6.9,592,Raghu Romeo,2003,Comedy
1519,tt0357208,2.6,104,Stumped,2003,Comedy|Drama|Sport
1520,tt0375021,6.5,292,Rules: Pyaar Ka Superhit Formula,2003,Comedy|Romance
1521,tt0410521,8,169,Right Here Right Now,2003,Comedy|Drama|Short
1522,tt0385982,3.8,181,Raja Bhaiya,2003,Comedy|Drama
1523,tt0374271,7.1,15219,In Your Name,2003,Action|Drama|Romance
1524,tt0348258,6.5,323,Tujhe Meri Kasam,2003,Romance
1525,tt0338477,4.7,1292,Talaash: The Hunt Begins...,2003,Action|Drama|Mystery
1526,tt0348172,6,476,Tehzeeb,2003,Drama
1527,tt0386499,4.4,123,The Pink Mirror,2003,Comedy|Short
1528,tt0357328,3.9,175,Yeh Dil,2003,Drama|Romance
1529,tt0383719,5.7,682,Xcuse Me,2003,Comedy
1530,tt0307873,6.5,2478,Raaz,2002,Drama|Horror|Musical
1531,tt0382385,5.3,1324,Zameen,2003,Action|Adventure|Thriller
1532,tt0387678,7.3,675,Waisa Bhi Hota Hai Part II,2003,Comedy|Crime|Drama
1533,tt0238936,7.6,35705,Devdas,2002,Drama|Musical|Romance
1534,tt0294662,6.6,4267,Kaante,2002,Action|Crime|Drama
1535,tt0222024,5.4,6040,Hum Tumhare Hain Sanam,2002,Drama|Romance
1536,tt0306434,7.4,11499,Aankhen,2002,Comedy|Crime|Drama
1537,tt0330843,6.8,6263,Saathiya,2002,Drama|Family|Romance
1538,tt0296574,8,13474,Company,2002,Action|Crime|Drama
1539,tt0319020,6.2,7059,Awara Paagal Deewana,2002,Action|Comedy|Crime
1540,tt0326576,6.3,2729,Humraaz,2002,Action|Musical|Romance
1541,tt0313844,6.9,1091,16-Dec,2002,Action|Thriller
1542,tt0324951,5,570,23rd March 1931: Shaheed,2002,Biography|Drama|History
1543,tt0326722,4.6,333,Agnivarsha: The Fire and the Rain,2002,Drama|Fantasy|Romance
1544,tt0321067,3.4,182,Ab Ke Baras,2002,Action|Romance|Thriller
1545,tt0247911,3.1,2122,Aap Mujhe Achche Lagne Lage,2002,Action|Drama|Romance
